,Right Arm Angle,Full Body Angle,Left Leg Angle
0,177.43656153717959,122.81466965328929,168.96075124158617
1,178.54066821048974,123.11856086469764,169.18053806090487
2,178.9683029686141,123.177603828203,169.28884225422496
3,179.1825080996446,123.16952071728247,169.34454794138236
4,179.3482056276873,123.04420171334124,169.4893576049744
5,179.84669222923213,122.92088228478693,169.60764703287737
6,179.0336084479281,122.97791924235382,169.6412232306646
7,178.501322309249,122.68615166633452,169.8196736162899
8,178.31112267864864,122.34928022847586,169.95657391284286
9,178.0619237403692,122.09895957733681,170.06037567749084
10,177.84477134555542,122.09764809681171,170.02713592489198
11,177.80850892395821,122.00475442561776,170.1709739252421
12,177.63456107686866,122.1311069328532,170.13399123169214
13,176.83508383507146,122.0178893756881,170.30973544195825
14,175.68126722941616,121.69863288110112,170.19098226731342
15,175.00261423794973,121.53539706177361,169.95242402527202
16,174.46104466872166,121.53435438554881,169.8844523004763
17,173.25808664399585,121.62987053879675,169.53806229187677
18,173.03248750362795,121.82530757774839,169.3618435322941
19,173.03083281811922,122.15001031775225,169.25948597330884
20,172.18781391352832,122.309921013596,169.1336621180077
21,172.08942717556548,122.30854660760828,168.9576786268791
22,171.50335367981629,122.24719835800336,168.79984572056887
23,170.18224573972103,122.13121438781768,168.75821396074076
24,168.13692633399185,122.0042839311123,168.6378579263151
25,166.50635867532887,121.62471279460564,168.57399027721934
26,165.0863719607131,121.5075605739486,168.4848452793868
27,165.2962108477581,121.40707418086538,168.51467250952325
28,165.2748268735445,121.09046626202266,168.71052357009384
29,164.7223989861488,120.48571496311027,168.71342311839797
30,164.44923428470295,120.43558981604073,168.74087259493186
31,163.7047527082589,120.35351179427347,168.58183294986472
32,163.24573827814712,120.31080980585669,168.4971357778546
33,163.42020645353648,120.37368628978165,168.31767229916701
34,163.42738753813344,120.31653486732502,168.2989597270838
35,161.6123862976018,120.37554324120833,168.1597689238877
36,160.41295734612248,120.14968705722103,167.67367202568187
37,158.29909168179523,119.75304313575761,167.25750492907952
38,157.2210788237031,119.66237801831173,166.88083484018696
39,156.46875842287182,119.37105434815558,166.80151932749789
40,155.33191537473445,118.54508268001545,166.49935692244998
41,154.6497972645233,117.9541650010893,166.02713929365495
42,152.2813367564488,118.37439277688681,165.41353382275096
43,150.78155656778407,118.0523493982475,164.8741973277499
44,150.51015757101592,117.45758969815905,165.03337838214983
45,150.3749684263576,117.21959545187183,165.18222007810428
46,150.68041807097782,116.66259972367435,165.23461735685524
47,150.626888863871,115.94831486039826,165.31658540387986
48,149.50183391194594,115.33560754219792,165.3940492785724
49,148.63290650146268,114.72437299093166,165.3520931265659
50,148.03936559713537,113.76158381226416,165.32601656925868
51,147.46073529664937,113.27737354419705,165.35784935732616
52,147.08489657270803,113.06931656140385,165.36628401301374
53,146.93276075669664,112.73548909878372,165.27606635674542
54,146.20886139596263,112.39619345353316,165.38811564582178
55,145.41430968236517,112.5270757965022,164.9836382504366
56,144.75550999529852,112.613426372148,165.16398453987068
57,144.95962413375554,112.83825602446016,165.1950002682474
58,144.82756962893598,112.97130594609588,165.20589515776837
59,144.95290241895535,112.77013524603416,165.1303370226735
60,145.1146589976725,112.63096277720948,164.55516436463202
61,144.3651736767513,112.46936208805887,164.01716475019737
62,143.20804773992717,112.33765611228505,163.01516342599191
63,143.38411305755545,111.41440154900336,163.15619757840884
64,142.9914658367536,110.96888035472365,163.0439168245198
65,142.61088055690576,110.82243801880648,162.28067022356524
66,141.84421442100833,110.28884865927063,161.96243435662376
67,141.16243011985458,109.50829728436634,161.81367332580993
68,140.07127449445784,108.88723801686996,161.7461798135802
69,139.32199395587745,108.17189898416127,162.39749975823176
70,138.53432679345326,107.16531687890861,162.9872933746512
71,99.62485001754125,115.54294246042255,162.29341217445554
72,118.82276573027737,110.48435576565642,161.80007392552878
73,127.93523797035375,107.69781885646283,161.75825546407924
74,132.09577566171308,106.53918174242818,162.3707764616799
75,133.06416081409802,105.43281354737675,162.71776141500266
76,131.82467502427488,104.56147482756106,163.0262492015665
77,132.14563400098083,103.28560975809555,163.12862000520738
78,132.22552375317917,102.80258671894185,163.061237594634
79,72.76227072631637,118.43140666562127,162.60546283396457
80,108.50502351241883,107.76518646172599,162.40941485331152
81,123.04393633127357,103.56743402406599,162.69880487049903
82,128.06791833853683,102.17917309244982,161.77049302367135
83,129.88117715983626,101.92533206017092,161.13706493260042
84,130.04627571189243,101.68766105826481,160.946440111792
85,129.5843815066432,102.18368755561133,161.674589404453
86,128.86122227070985,102.68917668298907,162.46694323018636
87,128.18102465510788,103.15887939611301,162.8048028919449
88,127.47266440570793,103.71914365306613,163.00617046523104
89,125.95427876262424,104.30194038642273,162.85960487514336
90,125.23043928739553,105.22890000835154,163.16050847060083
91,122.6616321868735,105.87846301411028,163.77347251904303
92,121.02160706646994,106.71560618403907,164.98825602147636
93,120.37688393891604,106.72347232179757,161.26935047461578
94,119.60653048987677,106.79461059302147,163.76636612823802
95,119.58308047319716,106.56937364952098,165.60028734934156
96,118.62523153843671,106.4160674446512,166.81751258041206
97,117.66154054633641,106.62270623066075,167.17614735086036
98,117.542498362908,106.4932687756004,167.49620331565993
99,116.88573600026577,106.25956641888871,167.83550338461282
100,116.60843161438167,105.85268998678528,167.92107228763285
101,115.2282905808211,105.60558435729422,167.55072320296537
102,113.7926246125444,105.40231323089785,167.21304156199508
103,112.4127914811307,105.21300293952156,167.4683320789987
104,112.04920965213525,104.95082307459461,166.51934014245407
105,111.54749026177365,104.91738746180775,166.69383881916568
106,111.51222211269072,104.78822468751743,165.7367723380064
107,111.3233219148354,105.00370605682897,165.75914325883133
108,110.60867589486382,104.96293474950534,166.1843205963892
109,109.90399661189382,104.88096817664578,165.71807991626642
110,109.40465311919024,104.84706720280293,149.65324679858116
111,108.84397425034753,104.69254462549479,148.74490853978435
112,108.70302552246336,104.82827769662296,147.58194462880292
113,107.63270907906356,104.52685344353564,147.21230033715196
114,107.08039939952594,104.31121687077585,145.10076410173616
115,105.5748423541406,99.76100087108279,147.1028374857289
116,102.19573536973616,99.08187921632144,149.21425867121636
117,100.04785689885325,102.28372721750262,150.52805985857015
118,98.6404064200396,103.37462216044511,151.33010454496585
119,96.53945741007385,104.79971520283378,149.0077828489996
120,94.73392749756972,106.315603372096,148.2758460408345
121,95.46415590864136,106.27510435802293,149.39809645469762
122,94.88429342931003,106.32600749320889,149.77155574544327
123,93.58672297675928,106.7718372937152,148.65637424073867
124,93.64932905143502,106.8534944145194,147.77641361686227
125,91.05994454000552,106.83802172573309,147.6508172814594
126,89.18716167023527,106.8966208014969,146.2855481951205
127,86.63121304241642,107.267386247385,146.33074789713302
128,83.62617525759906,107.96930590510135,145.25851951377672
129,82.98705971429561,103.05695087333436,147.94005903930133
130,83.55101792612614,101.68454373513184,146.59611426641553
131,85.01253304890372,100.78374530963583,144.06061139535825
132,84.01338230994119,101.20222420063124,143.81649370498718
133,82.06198651624901,101.89446368495538,143.73698305359437
134,78.10833055387211,106.93327522751494,141.0269994017616
135,75.21266142815045,109.70419646042335,139.90957798304802
136,72.53125403402795,110.97977838237568,140.9716618936459
137,73.74329965580817,111.14873046756146,140.82836423855827
138,73.19547025774007,111.98873429507475,150.28792458512697
139,75.893133086076,111.51782070866912,158.12966172957323
140,98.052222085008,146.98304180235476,175.77970863000792
141,173.86570458466474,163.6841103564499,163.82480793807136
142,175.23507887766348,141.64151058924782,145.46986752330386
143,56.326475101851756,121.87679486335388,153.73499099479875
144,59.83445283961009,117.16985135934628,154.9142254353934
145,172.61206730680593,145.68436397574328,152.96719603530775
146,55.996523004737625,124.74977632727334,155.8094874729941
147,55.26654177007986,119.13908153017269,158.13538805990942
148,53.30430839782362,118.57316672559412,158.763923815028
149,49.02635133097359,118.66494787573279,161.83171805732067
150,49.073563281324255,119.19634958002825,163.41831041078387
151,50.25793273632312,119.48461401699142,163.5702995956726
152,50.2191085902397,119.33612093075371,163.94455384696107
153,50.21075427711699,119.08110121984589,164.75731127896742
154,50.13418426533471,119.91304857120835,164.1014095533391
155,50.397184382878265,121.2611281055525,164.82989376794222
156,171.86313687761728,162.0036464830503,176.52130821871071
157,46.917934513635544,137.85462244162682,166.87310302741284
158,55.989989892409795,130.02837667499008,164.21101181059694
159,48.38407375511995,128.43036364417478,163.38023240388912
160,46.7401835333711,128.36494597851117,162.63810633168617
161,46.67283793030494,128.04864176893065,163.22923969441575
162,46.057154687404875,128.6525785979416,163.8392567506892
163,44.952447569771294,129.02847676887663,164.35353465703398
164,44.11103917715148,129.4008392531759,164.5410242803538
165,42.38639113186856,130.4308893874031,164.94239869359748
166,41.31942994509997,131.16621060839094,165.07854404236727
167,40.25996277770146,131.8785819383675,165.6248616375624
168,42.63982712884673,133.53276347770637,166.54605992352535
169,41.9811688496182,135.39574915225595,167.32709515471214
170,42.292697478771494,136.75210621387552,169.23894349396596
171,43.135665904789384,138.78028582639203,170.76456426527196
172,43.28467084507349,138.88890868418133,170.9161322960669
173,50.503082984808266,140.37146150696904,171.80583350344583
174,52.09754734773148,140.5806957101473,175.27666204204294
175,55.44532691300428,141.44704117761233,174.20622418817345
176,60.26190512111533,142.49669168278936,173.90865320020708
177,58.86688876338746,144.4956087836942,174.90793801002883
178,61.98224862310821,145.28174518884506,175.64799476269366
179,68.00512556084246,146.92661445248714,176.55495305131583
180,81.56202277567667,147.1556817889926,177.16227237985362
181,69.16273654581092,149.70815220342288,177.49678172384597
182,65.04405531696753,153.16013047850336,177.60365358865005
183,70.96362487477124,155.97497837899434,176.92582004684104
184,70.9262039851683,156.79367457479722,175.89548840673365
185,90.44023581650241,158.47308740987165,174.8397703916398
186,134.85453452463688,160.98650485242982,173.4608987389954
187,144.73943905501002,163.8267698418367,173.09196894219542
188,171.67140183834186,166.59578002654024,173.64090166040046
189,163.37287655240874,170.15580387294125,173.53550093805347
